customer_id,age,segment,city,join_date
CUST-00539,23,Retail,Bilbao,2021-06-14
CUST-00540,64,Retail,Bilbao,2022-07-26
CUST-00541,42,Premium,Madrid,2022-03-29
CUST-00542,83,Premium,Valencia,2022-03-19
CUST-00543,27,Premium,Zaragoza,2021-04-22
CUST-00544,73,Retail,Valencia,2022-05-31
CUST-00545,47,Premium,Bilbao,2020-12-28
CUST-00546,22,Retail,Sevilla,2022-01-15
CUST-00547,50,Retail,Madrid,2022-06-07
CUST-00548,82,Retail,Bilbao,2021-01-28
CUST-00549,35,Retail,Bilbao,2021-03-23
CUST-00550,66,Retail,Zaragoza,2020-08-11
CUST-00551,28,Retail,Madrid,2022-04-06
CUST-00552,43,Retail,Zaragoza,2021-08-02
CUST-00553,80,Retail,Madrid,2021-08-19
CUST-00554,76,Retail,Zaragoza,2022-04-19
CUST-00555,44,Retail,Valencia,2020-06-18
CUST-00556,66,Retail,Sevilla,2020-06-16
CUST-00557,50,Retail,Sevilla,2020-08-18
CUST-00558,18,Retail,Madrid,2022-11-10
CUST-00559,38,Retail,Barcelona,2022-09-29
CUST-00560,72,Retail,Bilbao,2021-03-23
CUST-00561,23,Retail,Bilbao,2021-10-25
CUST-00562,22,Retail,Madrid,2020-09-04
CUST-00563,20,Retail,Zaragoza,2022-03-24
CUST-00564,70,Premium,Barcelona,2022-11-17
CUST-00565,40,Retail,Valencia,2022-12-29
CUST-00566,70,Retail,Zaragoza,2022-01-25
CUST-00567,54,Retail,Zaragoza,2020-11-03
CUST-00568,34,Retail,Madrid,2022-08-21
CUST-00569,18,Retail,Madrid,2021-03-20
CUST-00570,68,Retail,Bilbao,2022-04-08
CUST-00571,62,Retail,Madrid,2022-07-20
CUST-00572,21,Retail,Madrid,2020-12-03
CUST-00573,79,Retail,Madrid,2021-10-06
CUST-00574,82,Premium,Bilbao,2021-06-16
CUST-00575,49,Premium,Valencia,2021-01-09
CUST-00576,51,Premium,Valencia,2021-10-21
CUST-00577,56,Private Banking,Madrid,2021-06-06
CUST-00578,43,Retail,Bilbao,2022-12-23
CUST-00579,51,Retail,Valencia,2022-09-09
CUST-00580,71,Retail,Zaragoza,2022-10-16
CUST-00581,20,Retail,Valencia,2020-05-09
CUST-00582,67,Premium,Valencia,2020-07-11
CUST-00583,29,Retail,Bilbao,2021-01-24
CUST-00584,82,Premium,Zaragoza,2020-06-20
CUST-00585,71,Retail,Bilbao,2022-08-02
CUST-00586,22,Premium,Madrid,2021-06-22
CUST-00587,74,Retail,Sevilla,2022-11-26
CUST-00588,34,Retail,Valencia,2020-08-30
CUST-00589,64,Retail,Sevilla,2021-12-19
CUST-00590,40,Retail,Bilbao,2021-05-15
CUST-00591,31,Retail,Bilbao,2021-06-15
CUST-00592,83,Retail,Bilbao,2022-08-03
CUST-00593,68,Premium,Sevilla,2021-10-18
CUST-00594,55,Retail,Bilbao,2022-08-24
CUST-00595,81,Retail,Madrid,2022-11-20
CUST-00596,55,Retail,Bilbao,2022-02-20
CUST-00597,67,Premium,Barcelona,2021-12-24
CUST-00598,47,Retail,Sevilla,2020-06-25
CUST-00599,68,Retail,Barcelona,2020-05-21
CUST-00600,80,Retail,Bilbao,2020-10-08
CUST-00601,69,Retail,Madrid,2020-04-11
CUST-00602,55,Retail,Valencia,2020-08-03
CUST-00603,47,Retail,Zaragoza,2022-11-22
CUST-00604,68,Retail,Zaragoza,2020-06-25
CUST-00605,22,Premium,Bilbao,2021-12-31
CUST-00606,46,Retail,Madrid,2022-05-31
CUST-00607,21,Retail,Sevilla,2021-02-02
CUST-00608,27,Retail,Barcelona,2022-04-21
CUST-00609,73,Private Banking,Barcelona,2021-02-18
CUST-00610,34,Retail,Barcelona,2022-09-18
CUST-00611,34,Premium,Sevilla,2022-01-04
CUST-00612,51,Retail,Zaragoza,2020-10-25
CUST-00613,23,Retail,Madrid,2021-06-07
CUST-00614,70,Retail,Sevilla,2020-07-10
CUST-00615,83,Private Banking,Barcelona,2020-07-20
CUST-00616,60,Retail,Bilbao,2021-11-11
CUST-00617,40,Premium,Valencia,2020-04-09
CUST-00618,72,Premium,Sevilla,2021-04-06
CUST-00619,33,Retail,Sevilla,2020-11-25
CUST-00620,25,Retail,Madrid,2022-07-27
CUST-00621,21,Retail,Madrid,2020-05-29
CUST-00622,21,Retail,Sevilla,2020-05-24
CUST-00623,73,Premium,Barcelona,2022-05-04
CUST-00624,42,Premium,Valencia,2020-07-30
CUST-00625,84,Retail,Madrid,2022-07-19
CUST-00626,84,Retail,Barcelona,2020-04-07
CUST-00627,44,Premium,Bilbao,2020-10-04
CUST-00628,49,Retail,Madrid,2020-09-23
CUST-00629,67,Premium,Barcelona,2022-07-04
CUST-00630,78,Retail,Barcelona,2020-07-13
CUST-00631,68,Retail,Valencia,2021-11-05
CUST-00632,36,Retail,Valencia,2022-12-07
CUST-00633,38,Retail,Bilbao,2022-07-02
CUST-00634,22,Retail,Barcelona,2020-12-08
CUST-00635,59,Retail,Zaragoza,2020-05-30
CUST-00636,78,Retail,Barcelona,2022-01-26
CUST-00637,39,Premium,Valencia,2020-10-22
CUST-00638,38,Premium,Zaragoza,2020-05-23
CUST-00639,18,Retail,Madrid,2021-11-06
CUST-00640,22,Retail,Madrid,2020-10-02
CUST-00641,29,Retail,Sevilla,2021-02-15
CUST-00642,63,Retail,Valencia,2020-07-31
CUST-00643,51,Retail,Sevilla,2020-12-10
CUST-00644,66,Retail,Zaragoza,2020-09-23
CUST-00645,62,Retail,Valencia,2022-04-22
CUST-00646,44,Retail,Bilbao,2022-04-03
CUST-00647,43,Retail,Barcelona,2022-07-22
CUST-00648,64,Retail,Bilbao,2020-10-17
CUST-00649,73,Private Banking,Zaragoza,2021-01-13
CUST-00650,80,Retail,Valencia,2022-09-13
CUST-00651,65,Retail,Zaragoza,2021-12-06
CUST-00652,78,Retail,Barcelona,2020-07-22
CUST-00653,43,Retail,Madrid,2022-11-23
CUST-00654,53,Premium,Madrid,2020-08-05
CUST-00655,18,Retail,Zaragoza,2021-09-07
CUST-00656,25,Private Banking,Sevilla,2022-05-19
CUST-00657,69,Retail,Valencia,2022-06-11
CUST-00658,64,Retail,Valencia,2020-09-17
CUST-00659,73,Premium,Madrid,2020-06-05
CUST-00660,31,Retail,Bilbao,2021-09-17
CUST-00661,45,Retail,Barcelona,2022-01-08
CUST-00662,19,Retail,Bilbao,2022-02-23
CUST-00663,43,Retail,Bilbao,2020-09-13
CUST-00664,31,Premium,Zaragoza,2020-10-09
CUST-00665,76,Retail,Madrid,2020-07-23
CUST-00666,73,Retail,Madrid,2022-05-13
CUST-00667,24,Retail,Madrid,2022-05-18
CUST-00668,20,Retail,Zaragoza,2022-12-08
CUST-00669,40,Retail,Sevilla,2021-02-25
CUST-00670,35,Retail,Bilbao,2022-06-18
CUST-00671,55,Retail,Zaragoza,2021-11-19
CUST-00672,32,Premium,Valencia,2022-01-30
CUST-00673,81,Retail,Barcelona,2022-03-22
CUST-00674,45,Retail,Sevilla,2020-07-30
CUST-00675,56,Premium,Valencia,2022-10-22
CUST-00676,74,Retail,Bilbao,2020-04-16
CUST-00677,34,Retail,Madrid,2020-11-01
CUST-00678,61,Retail,Bilbao,2022-03-22
CUST-00679,42,Retail,Zaragoza,2022-01-07
CUST-00680,34,Retail,Barcelona,2021-03-16
CUST-00681,30,Private Banking,Zaragoza,2021-07-29
CUST-00682,42,Retail,Sevilla,2021-11-18
CUST-00683,27,Retail,Sevilla,2021-02-05
CUST-00684,84,Premium,Barcelona,2020-08-21
CUST-00685,35,Retail,Valencia,2021-07-01
CUST-00686,51,Retail,Valencia,2022-01-27
CUST-00687,25,Retail,Sevilla,2020-05-15
CUST-00688,57,Private Banking,Sevilla,2022-12-04
CUST-00689,59,Retail,Madrid,2022-09-05
CUST-00690,58,Retail,Valencia,2020-07-17
CUST-00691,23,Retail,Barcelona,2020-04-13
CUST-00692,69,Retail,Valencia,2022-04-09
CUST-00693,43,Retail,Madrid,2022-07-03
CUST-00694,81,Retail,Zaragoza,2021-05-17
CUST-00695,76,Premium,Sevilla,2020-04-21
CUST-00696,73,Retail,Sevilla,2022-04-05
CUST-00697,76,Retail,Madrid,2022-11-23
CUST-00698,50,Premium,Barcelona,2022-09-12
CUST-00699,70,Premium,Sevilla,2021-05-01
CUST-00700,39,Retail,Bilbao,2021-10-14
CUST-00701,38,Retail,Sevilla,2022-01-13
CUST-00702,21,Retail,Bilbao,2020-12-16
CUST-00703,79,Private Banking,Madrid,2020-10-18
CUST-00704,79,Premium,Madrid,2022-02-14
CUST-00705,41,Retail,Sevilla,2021-10-12
CUST-00706,72,Premium,Valencia,2021-04-21
CUST-00707,26,Retail,Bilbao,2021-07-27
CUST-00708,20,Retail,Barcelona,2022-09-05
CUST-00709,48,Retail,Sevilla,2021-12-03
CUST-00710,57,Premium,Barcelona,2020-06-24
CUST-00711,53,Retail,Sevilla,2021-05-21
CUST-00712,41,Premium,Valencia,2022-06-21
CUST-00713,23,Premium,Valencia,2022-04-16
CUST-00714,83,Premium,Valencia,2022-11-17
CUST-00715,21,Retail,Zaragoza,2021-01-06
CUST-00716,23,Retail,Valencia,2021-10-12
CUST-00717,68,Retail,Madrid,2022-12-31
CUST-00718,79,Retail,Madrid,2021-07-18
CUST-00719,74,Retail,Zaragoza,2020-05-29
CUST-00720,83,Premium,Bilbao,2020-09-28
CUST-00721,25,Retail,Barcelona,2021-06-29
CUST-00722,43,Retail,Sevilla,2021-01-28
CUST-00723,68,Retail,Sevilla,2020-12-26
CUST-00724,62,Retail,Zaragoza,2020-05-14
CUST-00725,61,Retail,Madrid,2020-12-03
CUST-00726,22,Retail,Sevilla,2020-12-08
CUST-00727,43,Premium,Madrid,2021-02-14
CUST-00728,36,Retail,Bilbao,2022-06-14
CUST-00729,37,Private Banking,Barcelona,2021-12-25
CUST-00730,29,Premium,Bilbao,2021-10-17
CUST-00731,64,Retail,Zaragoza,2022-10-22
CUST-00732,18,Premium,Valencia,2020-05-05
CUST-00733,31,Retail,Valencia,2021-02-20
CUST-00734,81,Premium,Valencia,2020-06-03
CUST-00735,55,Retail,Bilbao,2022-01-28
CUST-00736,54,Premium,Sevilla,2021-04-03
CUST-00737,28,Premium,Barcelona,2022-02-14
CUST-00738,20,Premium,Valencia,2021-02-21
CUST-00739,50,Premium,Zaragoza,2020-08-16
CUST-00740,23,Retail,Zaragoza,2022-08-27
CUST-00741,67,Retail,Valencia,2020-12-25
CUST-00742,27,Retail,Valencia,2020-06-24
CUST-00743,22,Retail,Barcelona,2022-02-28
CUST-00744,40,Retail,Valencia,2021-07-31
CUST-00745,27,Retail,Barcelona,2022-02-19
CUST-00746,61,Private Banking,Zaragoza,2021-02-18
CUST-00747,19,Retail,Valencia,2021-11-09
CUST-00748,30,Premium,Bilbao,2022-02-01
CUST-00749,57,Retail,Bilbao,2021-11-15
CUST-00750,19,Premium,Zaragoza,2021-01-18
CUST-00751,82,Premium,Barcelona,2022-03-05
CUST-00752,80,Retail,Bilbao,2021-06-13
CUST-00753,34,Retail,Barcelona,2022-08-24
CUST-00754,26,Premium,Bilbao,2022-06-19
CUST-00755,32,Retail,Bilbao,2021-10-28
CUST-00756,41,Retail,Barcelona,2021-02-20
CUST-00757,55,Retail,Sevilla,2020-05-14
CUST-00758,52,Retail,Bilbao,2021-12-09
CUST-00759,66,Retail,Valencia,2021-02-07
CUST-00760,79,Retail,Zaragoza,2020-11-26
CUST-00761,77,Retail,Sevilla,2020-06-21
CUST-00762,67,Retail,Barcelona,2022-07-07
CUST-00763,26,Private Banking,Sevilla,2021-04-11
CUST-00764,51,Retail,Madrid,2021-05-29
CUST-00765,52,Private Banking,Madrid,2022-02-27
CUST-00766,18,Retail,Bilbao,2021-11-12
CUST-00767,57,Retail,Bilbao,2021-06-19
CUST-00768,81,Retail,Valencia,2020-08-31
CUST-00769,39,Retail,Zaragoza,2023-01-01
CUST-00770,77,Retail,Sevilla,2022-02-24
CUST-00771,81,Retail,Madrid,2022-03-14
CUST-00772,28,Retail,Bilbao,2022-05-31
CUST-00773,31,Retail,Zaragoza,2021-10-18
CUST-00774,77,Retail,Sevilla,2020-10-19
CUST-00775,47,Retail,Bilbao,2021-05-18
CUST-00776,52,Retail,Bilbao,2021-04-20
CUST-00777,54,Premium,Madrid,2021-03-02
CUST-00778,22,Retail,Madrid,2022-02-06
CUST-00779,43,Retail,Bilbao,2021-09-12
CUST-00780,79,Private Banking,Barcelona,2021-10-06
CUST-00781,21,Retail,Bilbao,2021-10-06
CUST-00782,59,Retail,Zaragoza,2021-02-09
CUST-00783,35,Private Banking,Bilbao,2022-05-28
CUST-00784,57,Retail,Valencia,2021-07-27
CUST-00785,56,Retail,Valencia,2021-09-04
CUST-00786,31,Retail,Valencia,2020-10-11
CUST-00787,49,Retail,Barcelona,2020-06-23
CUST-00788,68,Retail,Barcelona,2020-04-24
CUST-00789,55,Retail,Bilbao,2020-10-08
CUST-00790,40,Retail,Valencia,2020-12-09
CUST-00791,80,Retail,Barcelona,2022-07-12
CUST-00792,32,Private Banking,Madrid,2021-02-26
CUST-00793,42,Premium,Bilbao,2022-10-07
CUST-00794,34,Retail,Zaragoza,2022-03-17
CUST-00795,83,Retail,Sevilla,2021-07-23
CUST-00796,70,Retail,Bilbao,2021-02-21
CUST-00797,68,Retail,Sevilla,2021-03-24
CUST-00798,56,Retail,Valencia,2021-04-07
CUST-00799,68,Retail,Sevilla,2022-01-23
CUST-00800,23,Premium,Valencia,2022-09-28
CUST-00801,84,Retail,Madrid,2020-09-15
CUST-00802,24,Retail,Sevilla,2020-05-02
CUST-00803,68,Retail,Bilbao,2020-11-23
CUST-00804,59,Retail,Valencia,2022-05-06
CUST-00805,81,Premium,Bilbao,2021-02-12
CUST-00806,32,Premium,Barcelona,2022-02-18
CUST-00807,46,Premium,Valencia,2022-05-16
CUST-00808,50,Retail,Sevilla,2020-09-28
CUST-00809,44,Retail,Valencia,2022-06-12
CUST-00810,53,Retail,Bilbao,2022-08-04
CUST-00811,46,Retail,Madrid,2022-12-07
CUST-00812,55,Retail,Valencia,2022-11-15
CUST-00813,74,Premium,Sevilla,2022-04-26
CUST-00814,44,Retail,Barcelona,2021-09-02
CUST-00815,72,Retail,Zaragoza,2021-04-16
CUST-00816,50,Retail,Madrid,2020-08-14
CUST-00817,83,Retail,Barcelona,2020-11-06
CUST-00818,27,Retail,Valencia,2022-10-19
CUST-00819,22,Private Banking,Bilbao,2021-09-22
CUST-00820,55,Premium,Bilbao,2021-11-03
CUST-00821,30,Private Banking,Sevilla,2020-07-08
CUST-00822,48,Retail,Bilbao,2021-03-28
CUST-00823,64,Retail,Madrid,2021-05-22
CUST-00824,69,Retail,Bilbao,2022-06-16
CUST-00825,73,Retail,Sevilla,2020-12-27
CUST-00826,32,Premium,Zaragoza,2021-01-18
CUST-00827,46,Retail,Valencia,2021-12-04
CUST-00828,25,Retail,Valencia,2021-08-13
CUST-00829,22,Retail,Bilbao,2021-11-18
CUST-00830,46,Retail,Barcelona,2022-04-27
CUST-00831,64,Premium,Valencia,2022-08-03
CUST-00832,62,Retail,Zaragoza,2021-03-01
CUST-00833,19,Retail,Bilbao,2021-01-27
CUST-00834,44,Retail,Sevilla,2022-12-27
CUST-00835,53,Retail,Zaragoza,2020-07-01
CUST-00836,53,Premium,Bilbao,2020-11-24
CUST-00837,43,Premium,Zaragoza,2020-08-03
CUST-00838,60,Private Banking,Valencia,2020-11-04
CUST-00839,44,Premium,Sevilla,2020-07-09
CUST-00840,37,Retail,Bilbao,2022-09-14
CUST-00841,28,Retail,Madrid,2020-10-26
CUST-00842,55,Retail,Sevilla,2021-10-23
CUST-00843,23,Retail,Madrid,2022-05-22
CUST-00844,40,Premium,Zaragoza,2022-07-05
CUST-00845,64,Retail,Barcelona,2020-09-30
CUST-00846,63,Premium,Sevilla,2020-04-26
CUST-00847,29,Retail,Zaragoza,2021-01-19
CUST-00848,30,Retail,Madrid,2021-07-20
CUST-00849,79,Retail,Valencia,2021-09-13
CUST-00850,77,Premium,Valencia,2022-11-11
CUST-00851,60,Retail,Barcelona,2021-06-10
CUST-00852,22,Retail,Sevilla,2022-04-21
CUST-00853,54,Retail,Sevilla,2020-06-06
CUST-00854,48,Retail,Sevilla,2020-08-16
CUST-00855,26,Retail,Zaragoza,2022-08-30
CUST-00856,68,Premium,Barcelona,2021-09-21
CUST-00857,46,Retail,Sevilla,2022-08-18
CUST-00858,57,Retail,Zaragoza,2020-10-03
CUST-00859,58,Retail,Valencia,2021-09-13
CUST-00860,28,Retail,Madrid,2021-02-17
CUST-00861,40,Premium,Zaragoza,2021-07-07
CUST-00862,18,Retail,Valencia,2021-06-08
CUST-00863,63,Retail,Valencia,2021-05-02
CUST-00864,38,Retail,Madrid,2022-02-11
CUST-00865,53,Private Banking,Valencia,2020-05-04
CUST-00866,71,Premium,Barcelona,2020-11-19
CUST-00867,74,Retail,Madrid,2020-07-03
CUST-00868,18,Retail,Valencia,2021-10-05
CUST-00869,80,Retail,Bilbao,2021-04-14
CUST-00870,71,Premium,Zaragoza,2020-09-19
CUST-00871,72,Retail,Valencia,2020-12-26
CUST-00872,57,Retail,Barcelona,2020-07-02
CUST-00873,32,Retail,Sevilla,2021-08-03
CUST-00874,38,Retail,Valencia,2021-10-22
CUST-00875,64,Retail,Sevilla,2020-09-03
CUST-00876,70,Premium,Bilbao,2020-06-17
CUST-00877,26,Retail,Valencia,2021-06-19
CUST-00878,69,Retail,Madrid,2021-10-02
CUST-00879,74,Retail,Sevilla,2020-06-27
CUST-00880,43,Private Banking,Bilbao,2022-07-23
CUST-00881,58,Retail,Madrid,2020-12-01
CUST-00882,52,Premium,Madrid,2020-08-02
CUST-00883,80,Retail,Madrid,2021-09-02
CUST-00884,42,Retail,Madrid,2021-09-28
CUST-00885,55,Retail,Valencia,2022-04-11
CUST-00886,19,Retail,Zaragoza,2020-11-23
CUST-00887,24,Retail,Valencia,2022-04-23
CUST-00888,51,Premium,Valencia,2020-08-24
CUST-00889,34,Retail,Bilbao,2021-03-20
CUST-00890,60,Retail,Bilbao,2022-03-24
CUST-00891,76,Retail,Zaragoza,2020-11-08
CUST-00892,68,Private Banking,Bilbao,2020-10-27
CUST-00893,71,Premium,Barcelona,2021-07-17
CUST-00894,41,Retail,Zaragoza,2021-08-23
CUST-00895,42,Private Banking,Bilbao,2021-03-31
CUST-00896,69,Retail,Zaragoza,2022-05-02
CUST-00897,50,Retail,Valencia,2022-03-26
CUST-00898,66,Premium,Valencia,2021-10-08
CUST-00899,46,Premium,Zaragoza,2022-10-14
CUST-00900,80,Retail,Barcelona,2021-01-01
CUST-00901,39,Retail,Barcelona,2022-03-15
CUST-00902,43,Retail,Zaragoza,2022-05-06
CUST-00903,45,Premium,Bilbao,2022-03-29
CUST-00904,66,Retail,Sevilla,2022-01-23
CUST-00905,66,Retail,Barcelona,2022-02-08
CUST-00906,37,Retail,Madrid,2020-07-01
CUST-00907,80,Retail,Valencia,2021-06-27
CUST-00908,78,Retail,Zaragoza,2022-10-11
CUST-00909,66,Premium,Madrid,2022-08-13
CUST-00910,18,Retail,Zaragoza,2022-07-31
CUST-00911,30,Retail,Valencia,2022-05-10
CUST-00912,68,Retail,Valencia,2021-12-05
CUST-00913,73,Premium,Barcelona,2021-01-21
CUST-00914,79,Retail,Barcelona,2022-07-29
CUST-00915,49,Retail,Madrid,2021-01-08
CUST-00916,47,Premium,Zaragoza,2022-05-27
CUST-00917,46,Premium,Valencia,2022-10-28
CUST-00918,66,Premium,Madrid,2021-11-03
CUST-00919,62,Premium,Sevilla,2021-11-10
CUST-00920,47,Retail,Madrid,2022-01-28
CUST-00921,33,Premium,Bilbao,2021-06-25
CUST-00922,57,Retail,Madrid,2021-09-11
CUST-00923,36,Premium,Bilbao,2021-11-02
CUST-00924,35,Premium,Bilbao,2022-10-30
CUST-00925,18,Premium,Bilbao,2022-06-04
CUST-00926,64,Retail,Sevilla,2020-09-01
CUST-00927,83,Retail,Madrid,2021-10-28
CUST-00928,55,Retail,Madrid,2021-11-29
CUST-00929,68,Private Banking,Sevilla,2020-06-19
CUST-00930,80,Premium,Valencia,2020-11-04
CUST-00931,21,Retail,Barcelona,2021-05-13
CUST-00932,18,Retail,Madrid,2020-05-08
CUST-00933,25,Retail,Barcelona,2021-01-19
CUST-00934,46,Premium,Zaragoza,2022-12-12
CUST-00935,72,Premium,Zaragoza,2020-08-07
CUST-00936,20,Retail,Sevilla,2020-07-14
CUST-00937,49,Retail,Zaragoza,2020-11-09
CUST-00938,27,Premium,Zaragoza,2021-05-22
CUST-00939,51,Premium,Valencia,2021-12-08
CUST-00940,72,Retail,Valencia,2021-08-31
CUST-00941,49,Retail,Valencia,2022-12-26
CUST-00942,67,Retail,Zaragoza,2020-05-11
CUST-00943,24,Retail,Sevilla,2022-01-06
CUST-00944,25,Retail,Bilbao,2022-03-02
CUST-00945,82,Retail,Bilbao,2020-11-21
CUST-00946,74,Premium,Barcelona,2021-11-28
CUST-00947,84,Retail,Bilbao,2020-08-11
CUST-00948,76,Premium,Bilbao,2020-07-02
CUST-00949,71,Retail,Valencia,2020-04-30
CUST-00950,84,Retail,Valencia,2020-08-29
CUST-00951,68,Retail,Zaragoza,2021-10-29
CUST-00952,25,Retail,Barcelona,2021-06-29
CUST-00953,51,Premium,Madrid,2020-11-27
CUST-00954,52,Private Banking,Barcelona,2020-12-10
CUST-00955,49,Retail,Barcelona,2021-06-21
CUST-00956,63,Retail,Sevilla,2020-10-04
CUST-00957,33,Premium,Zaragoza,2021-04-24
CUST-00958,54,Retail,Sevilla,2020-06-26
CUST-00959,71,Retail,Barcelona,2022-05-21
CUST-00960,31,Premium,Barcelona,2021-08-20
CUST-00961,72,Retail,Barcelona,2022-05-22
CUST-00962,65,Retail,Bilbao,2022-03-28
CUST-00963,24,Retail,Sevilla,2021-10-12
CUST-00964,24,Premium,Barcelona,2021-08-22
CUST-00965,50,Retail,Valencia,2022-12-03
CUST-00966,40,Retail,Zaragoza,2021-11-29
CUST-00967,36,Premium,Zaragoza,2022-01-22
CUST-00968,36,Retail,Valencia,2021-02-16
CUST-00969,53,Premium,Zaragoza,2021-02-05
CUST-00970,46,Retail,Bilbao,2020-10-06
CUST-00971,77,Private Banking,Bilbao,2021-11-13
CUST-00972,19,Retail,Madrid,2020-12-21
CUST-00973,18,Retail,Madrid,2022-07-16
CUST-00974,64,Retail,Madrid,2020-08-24
CUST-00975,37,Retail,Zaragoza,2021-09-10
CUST-00976,28,Premium,Bilbao,2020-06-04
CUST-00977,19,Private Banking,Bilbao,2022-08-24
CUST-00978,84,Retail,Bilbao,2021-04-04
CUST-00979,29,Retail,Valencia,2021-07-04
CUST-00980,37,Premium,Bilbao,2022-12-05
CUST-00981,22,Premium,Valencia,2020-06-17
CUST-00982,54,Retail,Madrid,2021-11-24
CUST-00983,55,Retail,Madrid,2021-05-05
CUST-00984,26,Retail,Zaragoza,2021-06-03
CUST-00985,70,Retail,Madrid,2021-02-22
CUST-00986,61,Retail,Zaragoza,2022-12-05
CUST-00987,41,Retail,Barcelona,2022-10-08
CUST-00988,47,Retail,Barcelona,2021-03-14
CUST-00989,76,Premium,Sevilla,2021-10-20
CUST-00990,31,Retail,Zaragoza,2022-08-16
CUST-00991,26,Retail,Sevilla,2020-07-28
CUST-00992,57,Retail,Sevilla,2021-09-16
CUST-00993,83,Retail,Barcelona,2022-06-29
CUST-00994,42,Retail,Zaragoza,2022-11-11
CUST-00995,39,Retail,Barcelona,2022-04-10
CUST-00996,21,Retail,Sevilla,2021-12-09
CUST-00997,43,Retail,Zaragoza,2022-01-31
CUST-00998,75,Retail,Sevilla,2022-05-30
CUST-00999,46,Retail,Bilbao,2021-09-23
CUST-01000,54,Premium,Zaragoza,2022-02-01
