transaction_id,account_id,transaction_date,transaction_type,amount
TRX-0008081,ACC-000378,2023-03-02 02:00:00,Card Payment,-340.61
TRX-0020230,ACC-000378,2023-03-10 13:00:00,Card Payment,-118.14
TRX-0041753,ACC-000378,2023-04-11 22:00:00,Card Payment,-66.5
TRX-0010644,ACC-000378,2023-04-15 10:00:00,Transfer In,2.83
TRX-0037799,ACC-000378,2023-04-21 19:00:00,Transfer In,4.55
TRX-0032714,ACC-000378,2023-05-03 07:00:00,ATM Withdrawal,-295.86
TRX-0010451,ACC-000378,2023-05-03 20:00:00,Transfer Out,-222.61
TRX-0002771,ACC-000378,2023-05-04 12:00:00,Transfer Out,-308.01
TRX-0032113,ACC-000378,2023-05-17 07:00:00,ATM Withdrawal,-248.2
TRX-0037013,ACC-000378,2023-05-22 02:00:00,Transfer Out,-113.06
TRX-0030409,ACC-000378,2023-05-22 11:00:00,Card Payment,-165.13
TRX-0015695,ACC-000378,2023-05-24 09:00:00,Transfer Out,-119.74
TRX-0004958,ACC-000378,2023-05-29 05:00:00,ATM Withdrawal,-65.2
TRX-0011302,ACC-000378,2023-06-03 01:00:00,ATM Withdrawal,-226.65
TRX-0044978,ACC-000378,2023-06-04 04:00:00,Transfer Out,-324.25
TRX-0045168,ACC-000378,2023-06-08 20:00:00,Fee,-152.25
TRX-0034674,ACC-000378,2023-06-25 20:00:00,Card Payment,-26.5
TRX-0039563,ACC-000378,2023-06-30 04:00:00,Card Payment,-16.82
TRX-0047914,ACC-000378,2023-07-02 10:00:00,ATM Withdrawal,-72.5
TRX-0025286,ACC-000378,2023-07-10 10:00:00,Salary Deposit,236.89
TRX-0029762,ACC-000378,2023-07-20 20:00:00,Transfer In,222.52
TRX-0029001,ACC-000378,2023-08-01 22:00:00,Transfer Out,-53.92
TRX-0006807,ACC-000378,2023-08-27 22:00:00,Transfer Out,-110.49
TRX-0031657,ACC-000378,2023-09-01 13:00:00,Card Payment,-29.75
TRX-0041538,ACC-000378,2023-09-06 07:00:00,Transfer Out,-192.53
TRX-0046311,ACC-000378,2023-09-07 23:00:00,Card Payment,-2.73
TRX-0021505,ACC-000378,2023-09-16 08:00:00,Transfer Out,-41.39
TRX-0033316,ACC-000378,2023-10-04 18:00:00,Card Payment,-112.37
TRX-0039763,ACC-000378,2023-10-09 00:00:00,Salary Deposit,209.76
TRX-0020956,ACC-000378,2023-10-21 19:00:00,Card Payment,-69.34
TRX-0033830,ACC-000378,2023-10-24 04:00:00,Card Payment,-204.59
TRX-0023230,ACC-000378,2023-10-29 05:00:00,Card Payment,-74.68
TRX-0001998,ACC-000378,2023-11-03 08:00:00,Card Payment,-635.95
TRX-0002850,ACC-000378,2023-11-19 23:00:00,ATM Withdrawal,-582.36
TRX-0044294,ACC-000378,2023-11-25 09:00:00,Card Payment,-1.59
TRX-0027084,ACC-000378,2023-12-10 00:00:00,Card Payment,-85.47
TRX-0007960,ACC-000378,2023-12-16 20:00:00,Card Payment,-40.17
TRX-0008227,ACC-000378,2023-12-27 11:00:00,ATM Withdrawal,-171.43
TRX-0010347,ACC-000379,2023-01-18 00:00:00,Fee,-99.53
TRX-0022969,ACC-000379,2023-02-01 05:00:00,Salary Deposit,47.5
TRX-0035609,ACC-000379,2023-02-02 02:00:00,Transfer Out,-178.27
TRX-0008731,ACC-000379,2023-02-10 05:00:00,Transfer Out,-72.4
TRX-0038281,ACC-000379,2023-02-25 07:00:00,Card Payment,-16.44
TRX-0020089,ACC-000379,2023-02-28 17:00:00,Transfer In,106.74
TRX-0010590,ACC-000379,2023-03-04 01:00:00,Card Payment,-152.58
TRX-0008122,ACC-000379,2023-03-10 06:00:00,Transfer Out,-193.15
TRX-0049289,ACC-000379,2023-03-19 15:00:00,Transfer In,20.63
TRX-0036610,ACC-000379,2023-03-29 18:00:00,Card Payment,-7.87
TRX-0032405,ACC-000379,2023-03-30 13:00:00,Transfer In,78.75
TRX-0025612,ACC-000379,2023-04-02 18:00:00,Transfer Out,-29.91
TRX-0029083,ACC-000379,2023-04-06 01:00:00,Card Payment,-50.71
TRX-0019378,ACC-000379,2023-04-24 10:00:00,ATM Withdrawal,-236.2
TRX-0014689,ACC-000379,2023-05-05 15:00:00,Transfer Out,-238.67
TRX-0003895,ACC-000379,2023-05-05 18:00:00,Transfer In,378.02
TRX-0045700,ACC-000379,2023-05-20 23:00:00,Card Payment,-54.96
TRX-0022627,ACC-000379,2023-05-21 11:00:00,ATM Withdrawal,-89.7
TRX-0007593,ACC-000379,2023-05-26 19:00:00,Fee,-67.92
TRX-0026476,ACC-000379,2023-06-02 03:00:00,Transfer Out,-10.82
TRX-0038997,ACC-000379,2023-06-03 13:00:00,Salary Deposit,80.98
TRX-0031359,ACC-000379,2023-07-01 01:00:00,Transfer Out,-121.81
TRX-0000580,ACC-000379,2023-07-09 17:00:00,Transfer In,196.1
TRX-0035753,ACC-000379,2023-07-12 05:00:00,Transfer In,22.52
TRX-0042264,ACC-000379,2023-07-26 06:00:00,Card Payment,-79.99
TRX-0002335,ACC-000379,2023-07-30 12:00:00,Card Payment,-66.61
TRX-0003222,ACC-000379,2023-08-06 15:00:00,Transfer Out,-349.55
TRX-0004184,ACC-000379,2023-08-16 14:00:00,Transfer Out,-170.74
TRX-0038511,ACC-000379,2023-08-23 11:00:00,Fee,-33.79
TRX-0032078,ACC-000379,2023-09-13 20:00:00,Transfer Out,-95.72
TRX-0047406,ACC-000379,2023-09-13 22:00:00,Card Payment,-326.91
TRX-0046051,ACC-000379,2023-09-23 03:00:00,Card Payment,-192.75
TRX-0013083,ACC-000379,2023-09-23 04:00:00,Card Payment,-207.52
TRX-0003903,ACC-000379,2023-09-23 14:00:00,Card Payment,-101.67
TRX-0004251,ACC-000379,2023-09-26 16:00:00,Transfer Out,-82.48
TRX-0045498,ACC-000379,2023-09-28 02:00:00,Transfer Out,-591.4
TRX-0011737,ACC-000379,2023-10-01 02:00:00,Fee,-53.75
TRX-0045153,ACC-000379,2023-10-25 18:00:00,Transfer Out,-75.94
TRX-0011141,ACC-000379,2023-11-12 01:00:00,Card Payment,-66.02
TRX-0043247,ACC-000379,2023-11-21 19:00:00,ATM Withdrawal,-5.37
TRX-0037210,ACC-000379,2023-12-06 23:00:00,Transfer In,325.64
TRX-0005514,ACC-000379,2023-12-08 08:00:00,Card Payment,-130.33
TRX-0026037,ACC-000379,2023-12-11 01:00:00,Transfer Out,-50.77
TRX-0043456,ACC-000379,2023-12-12 16:00:00,Card Payment,-43.86
TRX-0013002,ACC-000380,2023-01-01 09:00:00,Card Payment,-120.56
TRX-0022049,ACC-000380,2023-01-07 23:00:00,Fee,-120.19
TRX-0036917,ACC-000380,2023-01-31 05:00:00,Card Payment,-132.51
TRX-0017914,ACC-000380,2023-01-31 13:00:00,Transfer Out,-221.56
TRX-0003065,ACC-000380,2023-02-08 17:00:00,Transfer Out,-180.62
TRX-0004216,ACC-000380,2023-02-27 16:00:00,Transfer Out,-105.81
TRX-0046086,ACC-000380,2023-03-08 07:00:00,Salary Deposit,83.89
TRX-0022931,ACC-000380,2023-03-23 18:00:00,Card Payment,-179.97
TRX-0026812,ACC-000380,2023-03-31 02:00:00,Salary Deposit,86.74
TRX-0029840,ACC-000380,2023-04-07 05:00:00,Card Payment,-29.75
TRX-0038895,ACC-000380,2023-04-14 17:00:00,ATM Withdrawal,-51.01
TRX-0044595,ACC-000380,2023-04-27 09:00:00,Transfer In,257.33
TRX-0032195,ACC-000380,2023-05-01 20:00:00,Card Payment,-15.38
TRX-0017762,ACC-000380,2023-05-03 22:00:00,Transfer In,217.4
TRX-0031826,ACC-000380,2023-05-10 15:00:00,Card Payment,-161.33
TRX-0022315,ACC-000380,2023-05-14 12:00:00,Card Payment,-143.26
TRX-0018847,ACC-000380,2023-05-19 06:00:00,Card Payment,-257.0
TRX-0045525,ACC-000380,2023-05-20 04:00:00,Transfer In,5.62
TRX-0019476,ACC-000380,2023-05-23 04:00:00,Card Payment,-269.62
TRX-0039147,ACC-000380,2023-05-26 18:00:00,Salary Deposit,53.32
TRX-0032653,ACC-000380,2023-06-13 22:00:00,Card Payment,-94.92
TRX-0025992,ACC-000380,2023-06-16 19:00:00,Transfer In,503.58
TRX-0042449,ACC-000380,2023-06-22 10:00:00,ATM Withdrawal,-155.41
TRX-0041336,ACC-000380,2023-06-25 15:00:00,Transfer Out,-429.51
TRX-0004177,ACC-000380,2023-07-05 08:00:00,Card Payment,-191.82
TRX-0028372,ACC-000380,2023-07-08 11:00:00,ATM Withdrawal,-187.58
TRX-0010243,ACC-000380,2023-07-20 12:00:00,Transfer Out,-85.51
TRX-0035199,ACC-000380,2023-07-24 06:00:00,Card Payment,-231.01
TRX-0003268,ACC-000380,2023-07-30 23:00:00,Transfer In,54.03
TRX-0030320,ACC-000380,2023-08-08 13:00:00,Card Payment,-49.61
TRX-0004854,ACC-000380,2023-08-24 11:00:00,Card Payment,-359.05
TRX-0009202,ACC-000380,2023-09-07 18:00:00,Card Payment,-5.96
TRX-0030256,ACC-000380,2023-09-24 05:00:00,Transfer Out,-113.4
TRX-0014266,ACC-000380,2023-10-02 01:00:00,Card Payment,-12.0
TRX-0021778,ACC-000380,2023-11-03 22:00:00,Card Payment,-23.16
TRX-0001065,ACC-000380,2023-11-08 20:00:00,Card Payment,-258.2
TRX-0010424,ACC-000380,2023-11-23 01:00:00,Card Payment,-315.11
TRX-0031990,ACC-000380,2023-11-29 19:00:00,Card Payment,-179.94
TRX-0012911,ACC-000380,2023-12-07 03:00:00,Salary Deposit,183.22
TRX-0032391,ACC-000380,2023-12-25 10:00:00,Card Payment,-161.0
TRX-0029548,ACC-000381,2023-01-29 09:00:00,Card Payment,-44.21
TRX-0033389,ACC-000381,2023-01-29 13:00:00,Transfer Out,-183.03
TRX-0041718,ACC-000381,2023-02-11 04:00:00,Transfer In,110.93
TRX-0006113,ACC-000381,2023-02-18 00:00:00,Card Payment,-208.61
TRX-0004791,ACC-000381,2023-02-19 12:00:00,Card Payment,-694.79
TRX-0047409,ACC-000381,2023-02-27 04:00:00,Transfer In,90.84
TRX-0006839,ACC-000381,2023-03-05 14:00:00,Transfer In,124.6
TRX-0001930,ACC-000381,2023-03-05 20:00:00,Card Payment,-100.18
TRX-0010389,ACC-000381,2023-03-12 09:00:00,ATM Withdrawal,-183.38
TRX-0032357,ACC-000381,2023-03-13 14:00:00,Salary Deposit,163.47
TRX-0013416,ACC-000381,2023-03-21 16:00:00,ATM Withdrawal,-543.19
TRX-0013106,ACC-000381,2023-03-23 07:00:00,Card Payment,-166.95
TRX-0005743,ACC-000381,2023-04-13 09:00:00,Transfer Out,-159.87
TRX-0005226,ACC-000381,2023-04-13 17:00:00,Transfer Out,-225.93
TRX-0001886,ACC-000381,2023-04-19 14:00:00,Fee,-71.45
TRX-0030947,ACC-000381,2023-04-24 21:00:00,Transfer In,215.77
TRX-0043052,ACC-000381,2023-04-28 02:00:00,Card Payment,-52.85
TRX-0048287,ACC-000381,2023-04-29 09:00:00,Card Payment,-71.27
TRX-0015443,ACC-000381,2023-05-04 11:00:00,Card Payment,-73.9
TRX-0002220,ACC-000381,2023-05-07 01:00:00,Transfer Out,-47.86
TRX-0045224,ACC-000381,2023-05-10 00:00:00,Transfer In,162.13
TRX-0030667,ACC-000381,2023-06-02 12:00:00,Card Payment,-128.38
TRX-0023798,ACC-000381,2023-06-05 00:00:00,ATM Withdrawal,-75.13
TRX-0045041,ACC-000381,2023-06-05 03:00:00,ATM Withdrawal,-205.62
TRX-0010112,ACC-000381,2023-06-17 08:00:00,Transfer Out,-66.51
TRX-0019364,ACC-000381,2023-06-19 11:00:00,Transfer Out,-12.88
TRX-0035358,ACC-000381,2023-06-25 08:00:00,Transfer Out,-216.8
TRX-0030116,ACC-000381,2023-07-08 08:00:00,Salary Deposit,10.3
TRX-0021916,ACC-000381,2023-07-11 09:00:00,Fee,-143.39
TRX-0017560,ACC-000381,2023-07-25 04:00:00,Transfer In,218.47
TRX-0023432,ACC-000381,2023-08-10 14:00:00,Card Payment,-94.55
TRX-0005015,ACC-000381,2023-08-25 23:00:00,Salary Deposit,280.04
TRX-0006707,ACC-000381,2023-08-29 00:00:00,Salary Deposit,205.93
TRX-0032962,ACC-000381,2023-09-01 13:00:00,Transfer Out,-54.29
TRX-0021869,ACC-000381,2023-09-22 10:00:00,Card Payment,-25.84
TRX-0030986,ACC-000381,2023-09-26 18:00:00,Transfer Out,-42.81
TRX-0043719,ACC-000381,2023-10-01 16:00:00,Transfer In,128.39
TRX-0001462,ACC-000381,2023-10-08 23:00:00,Card Payment,-380.51
TRX-0043586,ACC-000381,2023-10-13 16:00:00,Card Payment,-94.49
TRX-0047652,ACC-000381,2023-10-20 13:00:00,Transfer In,290.97
TRX-0042752,ACC-000381,2023-10-30 02:00:00,Transfer Out,-60.51
TRX-0023492,ACC-000381,2023-11-08 06:00:00,Transfer In,71.63
TRX-0028012,ACC-000381,2023-11-11 14:00:00,ATM Withdrawal,-76.98
TRX-0019935,ACC-000381,2023-11-26 11:00:00,Card Payment,-315.53
TRX-0017710,ACC-000381,2023-12-04 13:00:00,Transfer Out,-498.69
TRX-0015199,ACC-000381,2023-12-10 22:00:00,Transfer In,165.85
TRX-0014690,ACC-000381,2023-12-11 05:00:00,Card Payment,-8.53
TRX-0014505,ACC-000381,2023-12-13 21:00:00,Card Payment,-7.7
TRX-0003766,ACC-000381,2023-12-21 08:00:00,Card Payment,-130.64
TRX-0041915,ACC-000382,2023-01-22 17:00:00,Card Payment,-17.79
TRX-0026402,ACC-000382,2023-02-15 17:00:00,Salary Deposit,84.46
TRX-0006813,ACC-000382,2023-02-21 09:00:00,Transfer In,36.48
TRX-0013627,ACC-000382,2023-02-23 02:00:00,Transfer Out,-12.52
TRX-0041033,ACC-000382,2023-03-02 00:00:00,Card Payment,-17.68
TRX-0003059,ACC-000382,2023-03-08 20:00:00,Transfer In,35.96
TRX-0042367,ACC-000382,2023-03-16 23:00:00,Card Payment,-27.19
TRX-0032118,ACC-000382,2023-03-20 02:00:00,Transfer In,136.97
TRX-0027759,ACC-000382,2023-03-23 05:00:00,Card Payment,-366.72
TRX-0037177,ACC-000382,2023-04-03 04:00:00,Card Payment,-218.9
TRX-0006598,ACC-000382,2023-04-08 11:00:00,Salary Deposit,39.91
TRX-0033792,ACC-000382,2023-04-09 12:00:00,ATM Withdrawal,-145.19
TRX-0022857,ACC-000382,2023-04-16 12:00:00,Card Payment,-375.63
TRX-0022153,ACC-000382,2023-04-22 04:00:00,Transfer Out,-357.44
TRX-0018159,ACC-000382,2023-06-04 15:00:00,ATM Withdrawal,-116.26
TRX-0028797,ACC-000382,2023-06-22 00:00:00,Transfer In,4.93
TRX-0029562,ACC-000382,2023-07-15 14:00:00,Transfer In,48.77
TRX-0019120,ACC-000382,2023-07-17 06:00:00,Salary Deposit,135.79
TRX-0024762,ACC-000382,2023-07-17 16:00:00,ATM Withdrawal,-42.39
TRX-0036459,ACC-000382,2023-07-17 23:00:00,Card Payment,-340.65
TRX-0033697,ACC-000382,2023-08-07 19:00:00,Transfer Out,-72.67
TRX-0047929,ACC-000382,2023-08-08 16:00:00,Card Payment,-145.83
TRX-0005274,ACC-000382,2023-08-10 00:00:00,Transfer In,318.99
TRX-0042515,ACC-000382,2023-08-14 01:00:00,Salary Deposit,24.69
TRX-0014398,ACC-000382,2023-08-15 12:00:00,Transfer Out,-51.76
TRX-0046330,ACC-000382,2023-08-27 20:00:00,Card Payment,-33.53
TRX-0006885,ACC-000382,2023-09-13 23:00:00,Card Payment,-110.77
TRX-0022218,ACC-000382,2023-09-14 14:00:00,Transfer In,1.43
TRX-0011318,ACC-000382,2023-09-16 15:00:00,Card Payment,-285.82
TRX-0043708,ACC-000382,2023-09-24 07:00:00,Card Payment,-259.75
TRX-0030248,ACC-000382,2023-09-24 12:00:00,Card Payment,-38.94
TRX-0020023,ACC-000382,2023-09-28 23:00:00,Transfer Out,-57.88
TRX-0012758,ACC-000382,2023-10-25 09:00:00,Transfer Out,-209.37
TRX-0042221,ACC-000382,2023-10-25 14:00:00,Fee,-105.35
TRX-0009897,ACC-000382,2023-10-26 01:00:00,Salary Deposit,312.32
TRX-0012168,ACC-000382,2023-11-06 22:00:00,Salary Deposit,220.37
TRX-0007923,ACC-000382,2023-11-09 16:00:00,Salary Deposit,142.48
TRX-0004965,ACC-000382,2023-11-19 03:00:00,Card Payment,-8.16
TRX-0048531,ACC-000382,2023-11-19 10:00:00,Card Payment,-59.19
TRX-0014185,ACC-000382,2023-11-25 00:00:00,Card Payment,-35.05
TRX-0025587,ACC-000382,2023-11-29 19:00:00,Fee,-96.96
TRX-0045736,ACC-000382,2023-12-05 11:00:00,Card Payment,-58.86
TRX-0008381,ACC-000382,2023-12-10 11:00:00,ATM Withdrawal,-285.27
TRX-0041436,ACC-000382,2023-12-12 17:00:00,Transfer In,5.36
TRX-0009780,ACC-000382,2023-12-22 11:00:00,Card Payment,-63.75
TRX-0006049,ACC-000382,2023-12-29 15:00:00,Card Payment,-103.31
TRX-0002350,ACC-000383,2023-01-04 04:00:00,Transfer Out,-283.66
TRX-0022645,ACC-000383,2023-01-04 09:00:00,Fee,-42.35
TRX-0019251,ACC-000383,2023-01-20 04:00:00,Card Payment,-375.58
TRX-0049141,ACC-000383,2023-02-09 17:00:00,Transfer Out,-39.81
TRX-0002006,ACC-000383,2023-02-15 12:00:00,Transfer In,86.89
TRX-0018340,ACC-000383,2023-03-09 16:00:00,Transfer Out,-85.38
TRX-0018767,ACC-000383,2023-03-18 03:00:00,Transfer Out,-99.1
TRX-0011247,ACC-000383,2023-03-21 15:00:00,Card Payment,-150.44
TRX-0026941,ACC-000383,2023-03-24 18:00:00,Card Payment,-7.3
TRX-0011007,ACC-000383,2023-03-31 06:00:00,Transfer Out,-141.99
TRX-0013112,ACC-000383,2023-04-06 16:00:00,Transfer Out,-45.84
TRX-0001195,ACC-000383,2023-04-13 05:00:00,Salary Deposit,49.58
TRX-0014474,ACC-000383,2023-06-02 20:00:00,ATM Withdrawal,-277.15
TRX-0048502,ACC-000383,2023-06-07 08:00:00,Card Payment,-97.98
TRX-0044644,ACC-000383,2023-06-12 23:00:00,Transfer In,94.01
TRX-0008247,ACC-000383,2023-06-28 21:00:00,Transfer In,96.89
TRX-0005425,ACC-000383,2023-07-07 13:00:00,Card Payment,-8.26
TRX-0020184,ACC-000383,2023-07-11 00:00:00,Transfer In,36.1
TRX-0021246,ACC-000383,2023-07-22 23:00:00,Transfer In,46.73
TRX-0042932,ACC-000383,2023-07-23 07:00:00,Card Payment,-100.21
TRX-0029481,ACC-000383,2023-07-25 00:00:00,Salary Deposit,69.54
TRX-0024708,ACC-000383,2023-08-19 05:00:00,Card Payment,-163.25
TRX-0001971,ACC-000383,2023-09-18 16:00:00,Transfer Out,-139.39
TRX-0041927,ACC-000383,2023-10-02 07:00:00,Card Payment,-279.92
TRX-0031252,ACC-000383,2023-10-04 23:00:00,Transfer Out,-109.73
TRX-0045324,ACC-000383,2023-10-06 16:00:00,Card Payment,-40.75
TRX-0001105,ACC-000383,2023-10-11 15:00:00,Card Payment,-36.87
TRX-0032934,ACC-000383,2023-10-20 10:00:00,Transfer Out,-13.26
TRX-0034066,ACC-000383,2023-10-26 20:00:00,Card Payment,-159.85
TRX-0027314,ACC-000383,2023-10-27 05:00:00,Card Payment,-163.63
TRX-0024202,ACC-000383,2023-11-12 05:00:00,Card Payment,-56.36
TRX-0005487,ACC-000383,2023-11-18 19:00:00,Transfer In,163.43
TRX-0046481,ACC-000383,2023-11-24 07:00:00,Card Payment,-257.24
TRX-0000968,ACC-000383,2023-11-28 17:00:00,Card Payment,-98.8
TRX-0007723,ACC-000383,2023-12-06 19:00:00,ATM Withdrawal,-59.59
TRX-0031664,ACC-000383,2023-12-15 18:00:00,ATM Withdrawal,-160.41
TRX-0048549,ACC-000383,2023-12-31 03:00:00,Card Payment,-9.46
TRX-0001673,ACC-000384,2023-01-07 05:00:00,Card Payment,-96.07
TRX-0048048,ACC-000384,2023-01-10 01:00:00,Transfer In,249.3
TRX-0038661,ACC-000384,2023-01-12 02:00:00,Card Payment,-755.85
TRX-0020495,ACC-000384,2023-01-28 01:00:00,Card Payment,-371.8
TRX-0036532,ACC-000384,2023-02-08 00:00:00,Card Payment,-18.81
TRX-0035272,ACC-000384,2023-02-10 15:00:00,Salary Deposit,171.91
TRX-0024865,ACC-000384,2023-02-11 18:00:00,Card Payment,-41.84
TRX-0024426,ACC-000384,2023-02-19 22:00:00,Transfer Out,-77.05
TRX-0000889,ACC-000384,2023-02-20 07:00:00,Card Payment,-188.74
TRX-0002285,ACC-000384,2023-03-18 12:00:00,Card Payment,-22.18
TRX-0000803,ACC-000384,2023-03-18 23:00:00,Transfer Out,-91.14
TRX-0047888,ACC-000384,2023-03-21 11:00:00,Card Payment,-368.95
TRX-0001450,ACC-000384,2023-03-24 14:00:00,Salary Deposit,39.61
TRX-0038729,ACC-000384,2023-03-26 23:00:00,Card Payment,-102.02
TRX-0037139,ACC-000384,2023-03-27 14:00:00,Transfer Out,-30.68
TRX-0049470,ACC-000384,2023-04-04 20:00:00,ATM Withdrawal,-101.97
TRX-0017798,ACC-000384,2023-04-07 23:00:00,Fee,-254.19
TRX-0048166,ACC-000384,2023-04-08 08:00:00,Card Payment,-275.1
TRX-0000355,ACC-000384,2023-04-17 01:00:00,Transfer In,541.53
TRX-0031081,ACC-000384,2023-05-06 11:00:00,Transfer Out,-43.29
TRX-0039583,ACC-000384,2023-05-22 00:00:00,Transfer In,225.83
TRX-0012306,ACC-000384,2023-05-27 10:00:00,ATM Withdrawal,-34.55
TRX-0023558,ACC-000384,2023-05-28 02:00:00,Transfer In,34.21
TRX-0038938,ACC-000384,2023-06-02 04:00:00,Card Payment,-88.09
TRX-0001237,ACC-000384,2023-07-08 05:00:00,Card Payment,-547.29
TRX-0022572,ACC-000384,2023-07-14 11:00:00,Card Payment,-120.59
TRX-0017693,ACC-000384,2023-07-20 10:00:00,Card Payment,-174.73
TRX-0047440,ACC-000384,2023-07-28 11:00:00,Transfer In,144.0
TRX-0020167,ACC-000384,2023-08-22 20:00:00,ATM Withdrawal,-17.28
TRX-0035373,ACC-000384,2023-09-06 22:00:00,Transfer Out,-342.95
TRX-0046178,ACC-000384,2023-10-14 20:00:00,Transfer Out,-232.22
TRX-0021845,ACC-000384,2023-10-14 23:00:00,Card Payment,-144.06
TRX-0015571,ACC-000384,2023-11-03 09:00:00,Transfer Out,-24.49
TRX-0003630,ACC-000384,2023-11-05 06:00:00,Fee,-325.75
TRX-0005534,ACC-000384,2023-11-06 13:00:00,Transfer Out,-20.48
TRX-0017202,ACC-000384,2023-11-20 00:00:00,Card Payment,-61.81
TRX-0020337,ACC-000384,2023-11-22 05:00:00,Card Payment,-154.9
TRX-0005703,ACC-000384,2023-11-22 19:00:00,Transfer In,87.38
TRX-0046280,ACC-000384,2023-11-25 07:00:00,Transfer In,142.18
TRX-0013596,ACC-000384,2023-11-27 00:00:00,Card Payment,-8.49
TRX-0017683,ACC-000384,2023-11-29 01:00:00,ATM Withdrawal,-755.26
TRX-0005178,ACC-000384,2023-12-01 19:00:00,Transfer Out,-109.92
TRX-0029748,ACC-000384,2023-12-14 15:00:00,Salary Deposit,26.13
TRX-0028228,ACC-000384,2023-12-20 04:00:00,Salary Deposit,76.02
TRX-0025601,ACC-000384,2023-12-24 15:00:00,ATM Withdrawal,-6.12
TRX-0030099,ACC-000384,2023-12-27 03:00:00,Transfer Out,-268.34
TRX-0032079,ACC-000385,2023-01-27 21:00:00,Card Payment,-39.52
TRX-0018562,ACC-000385,2023-02-11 16:00:00,Card Payment,-145.75
TRX-0047071,ACC-000385,2023-02-12 23:00:00,Card Payment,-302.06
TRX-0047948,ACC-000385,2023-02-16 12:00:00,Card Payment,-43.98
TRX-0013105,ACC-000385,2023-03-01 06:00:00,Transfer Out,-25.11
TRX-0016874,ACC-000385,2023-03-27 20:00:00,Card Payment,-137.43
TRX-0019158,ACC-000385,2023-04-14 16:00:00,Card Payment,-205.65
TRX-0013872,ACC-000385,2023-04-14 21:00:00,Transfer Out,-290.42
TRX-0039478,ACC-000385,2023-04-16 01:00:00,Transfer In,205.94
TRX-0040536,ACC-000385,2023-04-18 03:00:00,Transfer In,194.38
TRX-0026147,ACC-000385,2023-04-29 01:00:00,Card Payment,-542.71
TRX-0039874,ACC-000385,2023-05-07 07:00:00,Card Payment,-27.41
TRX-0012829,ACC-000385,2023-05-24 08:00:00,Salary Deposit,50.83
TRX-0038592,ACC-000385,2023-05-25 07:00:00,Card Payment,-106.85
TRX-0018072,ACC-000385,2023-06-06 05:00:00,Transfer In,243.45
TRX-0006961,ACC-000385,2023-06-17 06:00:00,Card Payment,-55.96
TRX-0035839,ACC-000385,2023-07-01 04:00:00,Fee,-113.1
TRX-0039482,ACC-000385,2023-07-01 11:00:00,Fee,-309.24
TRX-0023851,ACC-000385,2023-07-02 14:00:00,Salary Deposit,147.09
TRX-0025865,ACC-000385,2023-07-24 04:00:00,Card Payment,-342.85
TRX-0014471,ACC-000385,2023-07-28 21:00:00,Card Payment,-8.44
TRX-0045575,ACC-000385,2023-08-09 11:00:00,Transfer In,387.62
TRX-0009149,ACC-000385,2023-08-13 10:00:00,Card Payment,-21.67
TRX-0022988,ACC-000385,2023-08-23 05:00:00,ATM Withdrawal,-68.66
TRX-0004745,ACC-000385,2023-08-28 17:00:00,Transfer In,11.14
TRX-0018872,ACC-000385,2023-09-01 16:00:00,ATM Withdrawal,-332.26
TRX-0019601,ACC-000385,2023-09-09 01:00:00,Salary Deposit,17.42
TRX-0004328,ACC-000385,2023-09-23 08:00:00,Card Payment,-89.04
TRX-0011087,ACC-000385,2023-09-29 04:00:00,Transfer In,128.02
TRX-0038655,ACC-000385,2023-10-07 17:00:00,Card Payment,-0.22
TRX-0025437,ACC-000385,2023-10-10 03:00:00,Transfer Out,-21.75
TRX-0048913,ACC-000385,2023-10-22 17:00:00,Transfer In,28.16
TRX-0045766,ACC-000385,2023-10-24 00:00:00,Transfer Out,-260.87
TRX-0034394,ACC-000385,2023-11-16 04:00:00,Salary Deposit,80.95
TRX-0005391,ACC-000385,2023-12-04 09:00:00,Card Payment,-33.67
TRX-0048843,ACC-000385,2023-12-05 19:00:00,Transfer In,99.65
TRX-0001407,ACC-000385,2023-12-10 21:00:00,Card Payment,-70.95
TRX-0047319,ACC-000385,2023-12-22 21:00:00,Transfer Out,-2.6
TRX-0034787,ACC-000385,2023-12-25 08:00:00,Transfer Out,-147.81
TRX-0036164,ACC-000386,2023-01-04 06:00:00,Transfer In,193.75
TRX-0016986,ACC-000386,2023-01-30 22:00:00,Card Payment,-37.8
TRX-0008823,ACC-000386,2023-02-04 13:00:00,Card Payment,-2.02
TRX-0008487,ACC-000386,2023-02-15 13:00:00,Transfer Out,-95.0
TRX-0035041,ACC-000386,2023-02-21 12:00:00,Card Payment,-41.5
TRX-0002393,ACC-000386,2023-02-28 22:00:00,Transfer Out,-175.66
TRX-0004686,ACC-000386,2023-03-01 02:00:00,ATM Withdrawal,-102.59
TRX-0003718,ACC-000386,2023-03-08 07:00:00,Transfer In,148.29
TRX-0040579,ACC-000386,2023-03-21 14:00:00,Transfer Out,-6.96
TRX-0047000,ACC-000386,2023-03-23 07:00:00,Transfer Out,-65.65
TRX-0015339,ACC-000386,2023-04-21 20:00:00,Transfer Out,-14.13
TRX-0047526,ACC-000386,2023-04-28 05:00:00,Card Payment,-487.99
TRX-0030515,ACC-000386,2023-05-13 11:00:00,Card Payment,-157.22
TRX-0041369,ACC-000386,2023-05-14 01:00:00,Transfer Out,-125.19
TRX-0030888,ACC-000386,2023-05-29 16:00:00,Transfer Out,-48.9
