account_id,customer_id,account_type,status,open_date
ACC-000497,CUST-00419,Checking,Active,2022-08-07
ACC-000498,CUST-00419,Savings,Active,2021-11-20
ACC-000499,CUST-00420,Checking,Active,2021-05-31
ACC-000500,CUST-00420,Savings,Active,2020-06-27
ACC-000501,CUST-00421,Checking,Active,2020-10-14
ACC-000502,CUST-00422,Savings,Active,2020-04-09
ACC-000503,CUST-00422,Checking,Active,2022-05-09
ACC-000504,CUST-00423,Checking,Active,2020-04-29
ACC-000505,CUST-00423,Checking,Closed,2022-02-01
ACC-000506,CUST-00424,Checking,Frozen,2021-08-17
ACC-000507,CUST-00425,Checking,Active,2022-06-25
ACC-000508,CUST-00426,Checking,Active,2021-04-08
ACC-000509,CUST-00427,Checking,Active,2022-04-02
ACC-000510,CUST-00428,Savings,Active,2020-12-05
ACC-000511,CUST-00429,Checking,Active,2020-05-11
ACC-000512,CUST-00430,Checking,Active,2022-08-19
ACC-000513,CUST-00431,Checking,Active,2021-07-26
ACC-000514,CUST-00432,Checking,Active,2022-09-28
ACC-000515,CUST-00433,Savings,Active,2022-12-20
ACC-000516,CUST-00434,Checking,Active,2020-06-23
ACC-000517,CUST-00435,Savings,Active,2021-07-17
ACC-000518,CUST-00436,Checking,Active,2022-02-27
ACC-000519,CUST-00437,Checking,Active,2022-03-25
ACC-000520,CUST-00438,Checking,Active,2022-04-19
ACC-000521,CUST-00439,Savings,Active,2021-04-10
ACC-000522,CUST-00439,Checking,Active,2022-02-24
ACC-000523,CUST-00440,Checking,Active,2021-12-08
ACC-000524,CUST-00441,Checking,Active,2020-09-18
ACC-000525,CUST-00441,Savings,Active,2021-05-03
ACC-000526,CUST-00442,Checking,Closed,2022-06-10
ACC-000527,CUST-00443,Checking,Active,2022-02-09
ACC-000528,CUST-00444,Checking,Active,2021-05-22
ACC-000529,CUST-00445,Checking,Active,2020-10-19
ACC-000530,CUST-00446,Checking,Active,2021-05-05
ACC-000531,CUST-00447,Checking,Active,2022-12-05
ACC-000532,CUST-00447,Savings,Active,2021-01-06
ACC-000533,CUST-00448,Savings,Active,2022-10-23
ACC-000534,CUST-00449,Savings,Active,2021-08-08
ACC-000535,CUST-00449,Checking,Active,2022-04-18
ACC-000536,CUST-00450,Savings,Active,2022-10-18
ACC-000537,CUST-00451,Checking,Active,2021-07-03
ACC-000538,CUST-00452,Savings,Active,2021-06-24
ACC-000539,CUST-00453,Savings,Active,2020-09-22
ACC-000540,CUST-00454,Checking,Active,2020-11-05
ACC-000541,CUST-00455,Checking,Active,2021-04-14
ACC-000542,CUST-00456,Savings,Active,2021-11-18
ACC-000543,CUST-00457,Checking,Active,2022-09-15
ACC-000544,CUST-00457,Checking,Active,2021-07-28
ACC-000545,CUST-00458,Checking,Active,2022-05-20
ACC-000546,CUST-00459,Checking,Active,2021-05-09
ACC-000547,CUST-00460,Checking,Frozen,2021-08-25
ACC-000548,CUST-00461,Checking,Closed,2022-09-05
ACC-000549,CUST-00462,Savings,Active,2022-01-15
ACC-000550,CUST-00462,Checking,Active,2021-08-25
ACC-000551,CUST-00463,Checking,Active,2021-09-25
ACC-000552,CUST-00464,Checking,Active,2022-09-06
ACC-000553,CUST-00465,Checking,Active,2020-10-04
ACC-000554,CUST-00466,Savings,Active,2022-07-07
ACC-000555,CUST-00467,Checking,Active,2021-09-15
ACC-000556,CUST-00468,Checking,Active,2021-03-17
ACC-000557,CUST-00469,Checking,Active,2020-07-11
ACC-000558,CUST-00470,Checking,Active,2021-01-10
ACC-000559,CUST-00471,Checking,Active,2020-10-08
ACC-000560,CUST-00472,Checking,Active,2022-06-24
ACC-000561,CUST-00473,Checking,Active,2021-02-14
ACC-000562,CUST-00474,Checking,Active,2021-04-30
ACC-000563,CUST-00474,Checking,Active,2022-09-07
ACC-000564,CUST-00475,Savings,Active,2020-09-20
ACC-000565,CUST-00476,Savings,Closed,2021-05-07
ACC-000566,CUST-00477,Checking,Active,2022-02-23
ACC-000567,CUST-00478,Checking,Active,2021-11-30
ACC-000568,CUST-00479,Checking,Active,2022-06-25
ACC-000569,CUST-00480,Checking,Closed,2020-05-23
ACC-000570,CUST-00481,Checking,Active,2022-08-11
ACC-000571,CUST-00481,Checking,Active,2021-04-07
ACC-000572,CUST-00482,Checking,Active,2022-08-15
ACC-000573,CUST-00483,Checking,Active,2021-03-04
ACC-000574,CUST-00484,Checking,Active,2020-08-24
ACC-000575,CUST-00485,Checking,Active,2020-10-09
ACC-000576,CUST-00486,Checking,Active,2021-06-30
ACC-000577,CUST-00487,Savings,Active,2020-11-01
ACC-000578,CUST-00488,Checking,Active,2022-09-07
ACC-000579,CUST-00489,Checking,Frozen,2021-06-25
ACC-000580,CUST-00490,Checking,Active,2021-06-21
ACC-000581,CUST-00490,Checking,Active,2020-12-09
ACC-000582,CUST-00491,Savings,Active,2022-11-29
ACC-000583,CUST-00491,Checking,Active,2020-09-17
ACC-000584,CUST-00492,Savings,Active,2020-09-22
ACC-000585,CUST-00493,Savings,Active,2022-01-07
ACC-000586,CUST-00494,Checking,Active,2021-04-11
ACC-000587,CUST-00494,Checking,Active,2022-06-04
ACC-000588,CUST-00495,Checking,Active,2021-04-30
ACC-000589,CUST-00495,Checking,Active,2021-01-11
ACC-000590,CUST-00496,Checking,Closed,2021-07-24
ACC-000591,CUST-00497,Checking,Active,2020-04-21
ACC-000592,CUST-00497,Savings,Active,2022-11-02
ACC-000593,CUST-00498,Savings,Active,2020-07-29
ACC-000594,CUST-00498,Checking,Active,2022-02-06
ACC-000595,CUST-00499,Savings,Active,2021-08-18
ACC-000596,CUST-00499,Checking,Active,2021-03-30
ACC-000597,CUST-00500,Checking,Active,2020-07-14
ACC-000598,CUST-00501,Checking,Active,2021-01-20
ACC-000599,CUST-00502,Checking,Closed,2022-01-31
ACC-000600,CUST-00502,Checking,Active,2020-08-17
ACC-000601,CUST-00503,Savings,Active,2021-02-20
ACC-000602,CUST-00504,Savings,Active,2021-11-20
ACC-000603,CUST-00505,Checking,Active,2022-04-02
ACC-000604,CUST-00506,Checking,Active,2022-08-21
ACC-000605,CUST-00507,Checking,Active,2021-02-02
ACC-000606,CUST-00508,Checking,Active,2020-08-28
ACC-000607,CUST-00509,Checking,Active,2021-10-07
ACC-000608,CUST-00510,Savings,Active,2021-01-26
ACC-000609,CUST-00511,Savings,Active,2020-07-20
ACC-000610,CUST-00511,Savings,Active,2021-03-02
ACC-000611,CUST-00512,Checking,Active,2021-03-08
ACC-000612,CUST-00513,Checking,Active,2021-01-15
ACC-000613,CUST-00514,Checking,Active,2022-09-26
ACC-000614,CUST-00515,Checking,Active,2022-05-15
ACC-000615,CUST-00516,Checking,Active,2022-01-15
ACC-000616,CUST-00517,Savings,Active,2022-08-19
ACC-000617,CUST-00517,Checking,Active,2022-10-02
ACC-000618,CUST-00518,Checking,Active,2020-07-13
ACC-000619,CUST-00519,Checking,Active,2020-07-20
ACC-000620,CUST-00520,Savings,Active,2021-07-07
ACC-000621,CUST-00521,Checking,Active,2022-01-07
ACC-000622,CUST-00522,Checking,Active,2021-11-06
ACC-000623,CUST-00523,Checking,Active,2020-06-27
ACC-000624,CUST-00524,Savings,Active,2021-12-04
ACC-000625,CUST-00525,Checking,Active,2022-04-23
ACC-000626,CUST-00526,Checking,Active,2021-04-27
ACC-000627,CUST-00527,Checking,Closed,2022-12-05
ACC-000628,CUST-00528,Checking,Active,2021-07-20
ACC-000629,CUST-00528,Checking,Active,2021-11-26
ACC-000630,CUST-00529,Checking,Active,2020-04-29
ACC-000631,CUST-00530,Checking,Active,2021-03-19
ACC-000632,CUST-00531,Checking,Closed,2021-12-28
ACC-000633,CUST-00532,Checking,Active,2021-05-29
ACC-000634,CUST-00532,Checking,Active,2022-07-09
ACC-000635,CUST-00533,Savings,Active,2022-12-15
ACC-000636,CUST-00534,Checking,Active,2020-06-01
ACC-000637,CUST-00535,Savings,Active,2021-03-29
ACC-000638,CUST-00536,Savings,Active,2021-11-16
ACC-000639,CUST-00537,Checking,Active,2022-03-23
ACC-000640,CUST-00538,Checking,Closed,2020-04-09
ACC-000641,CUST-00539,Checking,Active,2021-03-23
ACC-000642,CUST-00539,Savings,Active,2021-03-14
ACC-000643,CUST-00540,Checking,Active,2020-08-18
ACC-000644,CUST-00541,Checking,Closed,2022-09-05
ACC-000645,CUST-00542,Checking,Active,2020-12-03
ACC-000646,CUST-00543,Checking,Active,2022-08-14
ACC-000647,CUST-00544,Checking,Closed,2021-07-15
ACC-000648,CUST-00545,Savings,Active,2021-12-17
ACC-000649,CUST-00546,Savings,Active,2020-07-08
ACC-000650,CUST-00547,Savings,Active,2021-10-19
ACC-000651,CUST-00548,Checking,Active,2021-05-21
ACC-000652,CUST-00549,Checking,Active,2022-11-06
ACC-000653,CUST-00550,Checking,Active,2022-04-15
ACC-000654,CUST-00551,Savings,Active,2022-09-05
ACC-000655,CUST-00552,Checking,Active,2020-08-01
ACC-000656,CUST-00553,Checking,Active,2020-06-03
ACC-000657,CUST-00554,Savings,Active,2021-06-14
ACC-000658,CUST-00555,Savings,Active,2022-05-17
ACC-000659,CUST-00555,Checking,Active,2020-12-25
ACC-000660,CUST-00556,Savings,Active,2022-09-01
ACC-000661,CUST-00557,Savings,Active,2020-09-30
ACC-000662,CUST-00558,Checking,Active,2020-07-17
ACC-000663,CUST-00559,Checking,Active,2022-01-31
ACC-000664,CUST-00560,Checking,Active,2022-03-09
ACC-000665,CUST-00561,Checking,Active,2021-09-13
ACC-000666,CUST-00562,Savings,Frozen,2020-10-29
ACC-000667,CUST-00563,Savings,Active,2022-04-25
ACC-000668,CUST-00564,Savings,Active,2021-06-26
ACC-000669,CUST-00565,Savings,Active,2020-05-03
ACC-000670,CUST-00566,Savings,Active,2020-12-07
ACC-000671,CUST-00567,Checking,Active,2022-05-03
ACC-000672,CUST-00568,Savings,Closed,2022-08-09
ACC-000673,CUST-00569,Checking,Closed,2020-06-27
ACC-000674,CUST-00570,Checking,Active,2021-09-19
ACC-000675,CUST-00570,Savings,Active,2022-09-26
ACC-000676,CUST-00571,Checking,Active,2021-05-05
ACC-000677,CUST-00572,Checking,Closed,2022-05-04
ACC-000678,CUST-00573,Savings,Closed,2021-11-25
ACC-000679,CUST-00574,Savings,Active,2022-03-29
ACC-000680,CUST-00575,Savings,Active,2020-11-04
ACC-000681,CUST-00576,Checking,Active,2021-09-11
ACC-000682,CUST-00577,Checking,Active,2020-11-04
ACC-000683,CUST-00578,Checking,Active,2022-09-01
ACC-000684,CUST-00579,Savings,Active,2021-01-10
ACC-000685,CUST-00580,Checking,Active,2022-01-31
ACC-000686,CUST-00581,Savings,Closed,2021-11-22
ACC-000687,CUST-00582,Checking,Active,2022-07-07
ACC-000688,CUST-00583,Checking,Active,2020-11-26
ACC-000689,CUST-00584,Checking,Active,2020-10-11
ACC-000690,CUST-00585,Checking,Active,2022-05-19
ACC-000691,CUST-00586,Savings,Active,2021-03-27
ACC-000692,CUST-00587,Checking,Active,2020-06-06
ACC-000693,CUST-00587,Savings,Active,2022-10-27
ACC-000694,CUST-00588,Checking,Active,2022-09-29
ACC-000695,CUST-00589,Savings,Active,2022-11-19
ACC-000696,CUST-00589,Savings,Active,2020-05-30
ACC-000697,CUST-00590,Savings,Active,2022-12-02
ACC-000698,CUST-00591,Checking,Active,2020-06-15
ACC-000699,CUST-00592,Checking,Active,2022-11-27
ACC-000700,CUST-00593,Checking,Active,2021-08-09
ACC-000701,CUST-00594,Checking,Active,2022-03-21
ACC-000702,CUST-00595,Checking,Active,2020-10-07
ACC-000703,CUST-00596,Checking,Active,2020-10-10
ACC-000704,CUST-00597,Checking,Active,2021-08-28
ACC-000705,CUST-00598,Checking,Closed,2021-08-05
ACC-000706,CUST-00599,Checking,Active,2021-04-30
ACC-000707,CUST-00600,Savings,Active,2022-11-03
ACC-000708,CUST-00601,Checking,Active,2021-05-13
ACC-000709,CUST-00601,Savings,Closed,2022-09-21
ACC-000710,CUST-00602,Checking,Active,2020-10-13
ACC-000711,CUST-00603,Checking,Frozen,2022-05-22
ACC-000712,CUST-00603,Checking,Frozen,2021-11-30
ACC-000713,CUST-00604,Savings,Active,2022-07-05
ACC-000714,CUST-00605,Checking,Active,2021-12-30
ACC-000715,CUST-00606,Checking,Active,2020-05-06
ACC-000716,CUST-00606,Checking,Active,2020-05-05
ACC-000717,CUST-00607,Savings,Active,2021-08-15
ACC-000718,CUST-00608,Checking,Active,2022-11-05
ACC-000719,CUST-00609,Checking,Active,2023-01-01
ACC-000720,CUST-00610,Checking,Active,2022-01-18
ACC-000721,CUST-00611,Savings,Active,2022-02-04
ACC-000722,CUST-00612,Checking,Active,2022-08-09
ACC-000723,CUST-00613,Savings,Active,2020-04-23
ACC-000724,CUST-00614,Savings,Active,2021-05-11
ACC-000725,CUST-00615,Checking,Active,2022-07-24
ACC-000726,CUST-00616,Checking,Active,2021-08-21
ACC-000727,CUST-00617,Checking,Closed,2021-01-21
ACC-000728,CUST-00618,Checking,Active,2021-02-19
ACC-000729,CUST-00618,Checking,Active,2022-02-21
ACC-000730,CUST-00619,Checking,Active,2022-12-31
ACC-000731,CUST-00620,Savings,Active,2020-11-03
ACC-000732,CUST-00620,Savings,Active,2021-04-25
ACC-000733,CUST-00621,Savings,Active,2021-03-18
ACC-000734,CUST-00622,Savings,Active,2020-11-29
ACC-000735,CUST-00623,Checking,Active,2021-03-21
ACC-000736,CUST-00624,Checking,Active,2021-03-18
ACC-000737,CUST-00624,Savings,Active,2022-12-21
ACC-000738,CUST-00625,Checking,Active,2022-04-14
ACC-000739,CUST-00626,Savings,Active,2021-10-10
ACC-000740,CUST-00627,Savings,Active,2021-08-15
ACC-000741,CUST-00628,Checking,Active,2020-09-05
ACC-000742,CUST-00628,Checking,Active,2021-03-06
ACC-000743,CUST-00629,Checking,Active,2020-10-05
ACC-000744,CUST-00630,Checking,Active,2020-05-02
ACC-000745,CUST-00630,Checking,Active,2020-07-06
ACC-000746,CUST-00631,Savings,Active,2020-06-26
ACC-000747,CUST-00632,Checking,Frozen,2020-07-01
ACC-000748,CUST-00632,Checking,Active,2020-05-11
ACC-000749,CUST-00633,Checking,Active,2022-11-08
ACC-000750,CUST-00634,Checking,Active,2021-01-18
ACC-000751,CUST-00635,Savings,Active,2021-02-24
ACC-000752,CUST-00636,Checking,Active,2021-05-26
ACC-000753,CUST-00637,Checking,Active,2022-12-29
ACC-000754,CUST-00638,Checking,Active,2021-04-27
ACC-000755,CUST-00639,Checking,Active,2021-03-19
ACC-000756,CUST-00640,Checking,Active,2022-02-20
ACC-000757,CUST-00641,Checking,Active,2022-04-05
ACC-000758,CUST-00642,Checking,Active,2020-07-09
ACC-000759,CUST-00643,Checking,Active,2021-10-08
ACC-000760,CUST-00644,Checking,Active,2022-10-30
ACC-000761,CUST-00645,Checking,Active,2021-02-16
ACC-000762,CUST-00646,Checking,Closed,2021-05-08
ACC-000763,CUST-00647,Checking,Active,2021-07-15
ACC-000764,CUST-00648,Checking,Active,2021-09-02
ACC-000765,CUST-00649,Checking,Active,2021-11-23
ACC-000766,CUST-00650,Savings,Active,2020-06-23
ACC-000767,CUST-00650,Checking,Active,2021-04-06
ACC-000768,CUST-00651,Savings,Active,2020-05-05
ACC-000769,CUST-00652,Savings,Active,2022-08-25
ACC-000770,CUST-00652,Checking,Active,2021-02-01
ACC-000771,CUST-00653,Savings,Active,2020-08-30
ACC-000772,CUST-00654,Checking,Active,2020-09-27
ACC-000773,CUST-00655,Checking,Active,2022-02-02
ACC-000774,CUST-00656,Checking,Closed,2022-12-20
ACC-000775,CUST-00656,Savings,Active,2021-07-15
ACC-000776,CUST-00657,Checking,Active,2021-05-31
ACC-000777,CUST-00658,Savings,Closed,2020-05-29
ACC-000778,CUST-00659,Savings,Active,2020-07-27
ACC-000779,CUST-00660,Checking,Active,2021-12-05
ACC-000780,CUST-00661,Checking,Active,2022-07-09
ACC-000781,CUST-00662,Checking,Active,2021-01-21
ACC-000782,CUST-00663,Checking,Active,2021-01-24
ACC-000783,CUST-00664,Savings,Closed,2020-06-27
ACC-000784,CUST-00665,Checking,Active,2022-02-17
ACC-000785,CUST-00666,Checking,Active,2022-09-23
ACC-000786,CUST-00667,Checking,Active,2020-12-01
ACC-000787,CUST-00667,Checking,Active,2022-04-01
ACC-000788,CUST-00668,Checking,Active,2021-10-06
ACC-000789,CUST-00669,Savings,Active,2020-11-15
ACC-000790,CUST-00670,Checking,Active,2020-10-13
ACC-000791,CUST-00671,Checking,Active,2022-08-16
ACC-000792,CUST-00672,Checking,Active,2022-07-08
ACC-000793,CUST-00673,Savings,Active,2022-04-21
ACC-000794,CUST-00674,Checking,Active,2022-06-12
ACC-000795,CUST-00675,Savings,Active,2021-03-22
ACC-000796,CUST-00676,Checking,Active,2021-08-19
ACC-000797,CUST-00676,Checking,Active,2020-07-24
ACC-000798,CUST-00677,Checking,Active,2020-08-27
ACC-000799,CUST-00678,Savings,Active,2022-03-16
ACC-000800,CUST-00678,Checking,Active,2020-08-10
ACC-000801,CUST-00679,Savings,Active,2021-03-10
ACC-000802,CUST-00680,Checking,Active,2021-07-25
ACC-000803,CUST-00681,Savings,Active,2022-12-23
ACC-000804,CUST-00682,Checking,Active,2020-10-03
ACC-000805,CUST-00683,Checking,Active,2022-02-23
ACC-000806,CUST-00684,Savings,Active,2020-06-29
ACC-000807,CUST-00685,Checking,Active,2021-09-11
ACC-000808,CUST-00686,Checking,Active,2021-05-13
ACC-000809,CUST-00687,Checking,Active,2020-08-21
ACC-000810,CUST-00688,Checking,Active,2022-03-18
ACC-000811,CUST-00688,Checking,Active,2022-10-28
ACC-000812,CUST-00689,Checking,Active,2022-03-24
ACC-000813,CUST-00690,Savings,Active,2022-03-02
ACC-000814,CUST-00691,Checking,Active,2022-11-04
ACC-000815,CUST-00692,Savings,Active,2021-02-24
ACC-000816,CUST-00692,Checking,Active,2022-12-06
ACC-000817,CUST-00693,Savings,Active,2021-10-30
ACC-000818,CUST-00694,Savings,Active,2021-05-26
ACC-000819,CUST-00695,Checking,Active,2021-01-29
ACC-000820,CUST-00695,Checking,Active,2020-06-17
ACC-000821,CUST-00696,Checking,Active,2022-07-11
ACC-000822,CUST-00696,Savings,Active,2022-06-30
ACC-000823,CUST-00697,Checking,Active,2020-12-20
ACC-000824,CUST-00698,Savings,Active,2021-02-04
ACC-000825,CUST-00698,Savings,Active,2022-05-19
ACC-000826,CUST-00699,Savings,Active,2020-10-16
ACC-000827,CUST-00700,Checking,Active,2021-09-14
ACC-000828,CUST-00700,Savings,Active,2020-07-28
ACC-000829,CUST-00701,Checking,Active,2021-09-05
ACC-000830,CUST-00702,Checking,Active,2021-12-07
ACC-000831,CUST-00702,Checking,Active,2020-07-24
ACC-000832,CUST-00703,Checking,Active,2021-11-08
ACC-000833,CUST-00703,Savings,Active,2021-09-20
ACC-000834,CUST-00704,Savings,Active,2022-10-11
ACC-000835,CUST-00705,Checking,Active,2021-03-23
ACC-000836,CUST-00706,Checking,Active,2020-10-31
ACC-000837,CUST-00707,Savings,Active,2020-11-11
ACC-000838,CUST-00708,Checking,Active,2021-10-19
ACC-000839,CUST-00709,Savings,Active,2022-11-24
ACC-000840,CUST-00710,Savings,Closed,2020-07-02
ACC-000841,CUST-00711,Savings,Active,2021-02-08
ACC-000842,CUST-00712,Savings,Active,2020-07-17
ACC-000843,CUST-00713,Checking,Active,2021-05-09
ACC-000844,CUST-00714,Checking,Active,2020-05-05
ACC-000845,CUST-00715,Savings,Active,2022-01-21
ACC-000846,CUST-00716,Checking,Active,2020-06-22
ACC-000847,CUST-00717,Savings,Active,2020-06-17
ACC-000848,CUST-00718,Checking,Active,2020-12-18
ACC-000849,CUST-00718,Savings,Active,2022-12-10
ACC-000850,CUST-00719,Checking,Active,2021-03-06
ACC-000851,CUST-00720,Checking,Active,2020-11-03
ACC-000852,CUST-00721,Checking,Frozen,2021-02-23
ACC-000853,CUST-00722,Savings,Active,2022-09-05
ACC-000854,CUST-00723,Checking,Active,2021-09-03
ACC-000855,CUST-00724,Checking,Active,2022-12-23
ACC-000856,CUST-00725,Checking,Active,2022-03-31
ACC-000857,CUST-00726,Savings,Active,2020-06-25
ACC-000858,CUST-00727,Savings,Active,2022-09-07
ACC-000859,CUST-00728,Checking,Active,2020-10-27
ACC-000860,CUST-00729,Checking,Active,2021-01-11
ACC-000861,CUST-00730,Checking,Active,2020-06-13
ACC-000862,CUST-00731,Savings,Active,2022-12-30
ACC-000863,CUST-00732,Checking,Active,2021-05-24
ACC-000864,CUST-00733,Checking,Active,2021-07-27
ACC-000865,CUST-00734,Savings,Closed,2021-03-13
ACC-000866,CUST-00735,Savings,Active,2021-09-13
ACC-000867,CUST-00736,Savings,Active,2020-08-12
ACC-000868,CUST-00737,Savings,Active,2020-12-06
ACC-000869,CUST-00738,Savings,Active,2022-12-23
ACC-000870,CUST-00739,Checking,Active,2021-12-31
ACC-000871,CUST-00739,Savings,Closed,2022-04-02
ACC-000872,CUST-00740,Checking,Active,2022-06-28
ACC-000873,CUST-00740,Checking,Active,2021-09-21
ACC-000874,CUST-00741,Checking,Active,2020-10-04
ACC-000875,CUST-00742,Savings,Active,2022-08-19
ACC-000876,CUST-00743,Checking,Closed,2022-07-22
ACC-000877,CUST-00744,Savings,Active,2021-05-29
ACC-000878,CUST-00745,Checking,Active,2021-12-30
ACC-000879,CUST-00746,Savings,Active,2020-12-18
ACC-000880,CUST-00747,Checking,Closed,2022-09-08
ACC-000881,CUST-00747,Savings,Active,2022-10-29
ACC-000882,CUST-00748,Checking,Active,2021-02-06
ACC-000883,CUST-00749,Savings,Active,2022-05-17
ACC-000884,CUST-00750,Checking,Active,2021-07-15
ACC-000885,CUST-00750,Checking,Active,2021-10-15
ACC-000886,CUST-00751,Checking,Active,2021-02-08
ACC-000887,CUST-00752,Checking,Active,2020-07-02
ACC-000888,CUST-00753,Checking,Active,2022-07-25
ACC-000889,CUST-00753,Checking,Active,2021-08-12
ACC-000890,CUST-00754,Checking,Active,2022-04-30
ACC-000891,CUST-00754,Checking,Active,2021-07-31
ACC-000892,CUST-00755,Checking,Active,2022-05-06
ACC-000893,CUST-00756,Checking,Active,2022-10-03
ACC-000894,CUST-00757,Checking,Active,2021-08-10
ACC-000895,CUST-00757,Savings,Active,2021-11-14
ACC-000896,CUST-00758,Checking,Active,2022-09-30
ACC-000897,CUST-00759,Savings,Active,2020-07-04
ACC-000898,CUST-00760,Checking,Active,2020-05-03
ACC-000899,CUST-00761,Savings,Active,2020-08-20
ACC-000900,CUST-00762,Checking,Active,2021-09-04
ACC-000901,CUST-00763,Checking,Active,2022-09-24
ACC-000902,CUST-00764,Checking,Active,2020-09-04
ACC-000903,CUST-00765,Savings,Active,2021-12-15
ACC-000904,CUST-00766,Checking,Active,2022-08-11
ACC-000905,CUST-00767,Savings,Active,2022-04-16
ACC-000906,CUST-00767,Checking,Active,2020-05-24
ACC-000907,CUST-00768,Checking,Active,2022-06-20
ACC-000908,CUST-00768,Savings,Active,2021-11-03
ACC-000909,CUST-00769,Checking,Active,2022-08-28
ACC-000910,CUST-00770,Checking,Active,2020-04-27
ACC-000911,CUST-00771,Savings,Active,2020-12-09
ACC-000912,CUST-00772,Savings,Active,2021-08-25
ACC-000913,CUST-00773,Savings,Closed,2021-01-23
ACC-000914,CUST-00773,Checking,Active,2022-08-23
ACC-000915,CUST-00774,Checking,Active,2022-02-06
ACC-000916,CUST-00775,Checking,Closed,2020-06-08
ACC-000917,CUST-00776,Checking,Active,2022-01-15
ACC-000918,CUST-00777,Checking,Active,2021-11-05
ACC-000919,CUST-00777,Checking,Active,2021-07-26
ACC-000920,CUST-00778,Savings,Active,2021-01-03
ACC-000921,CUST-00779,Checking,Active,2022-06-01
ACC-000922,CUST-00780,Checking,Active,2021-02-12
ACC-000923,CUST-00781,Savings,Closed,2022-07-03
ACC-000924,CUST-00782,Checking,Active,2022-09-05
ACC-000925,CUST-00783,Checking,Active,2020-05-11
ACC-000926,CUST-00784,Checking,Active,2020-08-23
ACC-000927,CUST-00785,Savings,Active,2022-12-19
ACC-000928,CUST-00786,Checking,Active,2021-02-14
ACC-000929,CUST-00787,Checking,Active,2022-03-14
ACC-000930,CUST-00788,Checking,Active,2020-10-20
ACC-000931,CUST-00789,Savings,Active,2020-09-20
ACC-000932,CUST-00790,Checking,Active,2021-06-05
ACC-000933,CUST-00791,Savings,Active,2022-05-03
ACC-000934,CUST-00791,Checking,Active,2021-01-19
ACC-000935,CUST-00792,Checking,Closed,2021-12-01
ACC-000936,CUST-00793,Savings,Active,2020-04-17
ACC-000937,CUST-00794,Checking,Active,2021-04-06
ACC-000938,CUST-00795,Savings,Active,2022-05-16
ACC-000939,CUST-00795,Savings,Active,2021-03-09
ACC-000940,CUST-00796,Checking,Active,2022-06-14
ACC-000941,CUST-00797,Savings,Active,2022-07-04
ACC-000942,CUST-00798,Checking,Closed,2020-12-10
ACC-000943,CUST-00798,Checking,Active,2021-10-20
ACC-000944,CUST-00799,Checking,Active,2020-08-18
ACC-000945,CUST-00800,Checking,Active,2022-07-27
ACC-000946,CUST-00801,Savings,Active,2020-10-31
ACC-000947,CUST-00802,Checking,Active,2021-08-17
ACC-000948,CUST-00802,Savings,Active,2022-10-19
ACC-000949,CUST-00803,Checking,Active,2022-06-27
ACC-000950,CUST-00804,Savings,Active,2021-06-24
ACC-000951,CUST-00805,Checking,Active,2022-05-28
ACC-000952,CUST-00806,Checking,Active,2020-05-03
ACC-000953,CUST-00807,Checking,Frozen,2020-09-10
ACC-000954,CUST-00808,Checking,Active,2022-01-12
ACC-000955,CUST-00809,Savings,Active,2021-04-05
ACC-000956,CUST-00810,Checking,Active,2021-12-07
ACC-000957,CUST-00811,Savings,Active,2021-06-27
ACC-000958,CUST-00811,Savings,Active,2021-07-21
ACC-000959,CUST-00812,Checking,Active,2021-10-02
ACC-000960,CUST-00812,Checking,Active,2021-03-05
ACC-000961,CUST-00813,Checking,Closed,2022-07-14
ACC-000962,CUST-00814,Savings,Active,2021-03-31
ACC-000963,CUST-00814,Checking,Active,2020-10-31
ACC-000964,CUST-00815,Checking,Active,2022-06-05
ACC-000965,CUST-00816,Savings,Closed,2020-10-30
ACC-000966,CUST-00817,Savings,Active,2021-01-29
ACC-000967,CUST-00818,Checking,Active,2022-10-04
ACC-000968,CUST-00819,Checking,Active,2022-10-21
ACC-000969,CUST-00820,Checking,Active,2021-11-30
ACC-000970,CUST-00821,Checking,Active,2021-11-29
ACC-000971,CUST-00822,Checking,Active,2021-04-08
ACC-000972,CUST-00823,Savings,Active,2020-08-16
ACC-000973,CUST-00824,Savings,Active,2020-10-18
ACC-000974,CUST-00825,Checking,Active,2020-05-28
ACC-000975,CUST-00826,Checking,Active,2021-09-03
ACC-000976,CUST-00827,Checking,Active,2020-10-08
ACC-000977,CUST-00828,Checking,Closed,2022-08-07
ACC-000978,CUST-00829,Savings,Closed,2020-07-28
ACC-000979,CUST-00830,Checking,Closed,2021-06-14
ACC-000980,CUST-00831,Checking,Active,2021-05-25
ACC-000981,CUST-00831,Checking,Active,2020-05-07
ACC-000982,CUST-00832,Checking,Active,2020-12-19
ACC-000983,CUST-00833,Checking,Active,2021-07-26
ACC-000984,CUST-00834,Checking,Active,2022-04-18
ACC-000985,CUST-00835,Checking,Active,2020-08-12
ACC-000986,CUST-00836,Savings,Frozen,2021-06-18
ACC-000987,CUST-00837,Checking,Active,2022-10-25
ACC-000988,CUST-00838,Checking,Active,2020-05-02
ACC-000989,CUST-00839,Checking,Active,2022-09-21
ACC-000990,CUST-00840,Checking,Active,2021-08-22
ACC-000991,CUST-00841,Checking,Active,2021-05-13
ACC-000992,CUST-00842,Checking,Active,2020-04-25
ACC-000993,CUST-00843,Checking,Active,2022-05-20
